Callsign,AircraftType,Registration,Origin,Destination,CrusingAltitude,ScheduleTimeDeparture,ScheduleTimeArrival,SpotArrival,SpotDeparture,DepartureRunway,ArrivalRunway,Airline,Route
AAR722,A330,HL7754,VHHH,RKSI,25000,2015-05-13 03:54:00,,,,,,AAR,PULUN_RKSI
JJA1601,B737,HL7779,RJGG,RKSI,25000,2015-05-13 03:55:00,,,,,,JJA,PULUN_RKSI
CSN683,A320,B6278,ZYHB,RKSI,25000,2015-05-13 03:56:00,,,,,,CSN,PULUN_RKSI
AAR360,B763,HL7514,ZSHC,RKSI,25000,2015-05-13 03:57:00,,,,,,AAR,PULUN_RKSI
ESR614,B737,HL8215,RJBB,RKSI,25000,2015-05-13 03:58:00,,,,,,ESR,PULUN_RKSI
AAR340,B763,HL7516,ZYHB,RKSI,25000,2015-05-13 03:59:00,,,,,,AAR,PULUN_RKSI
KAL790,A333,HL7525,RJFF,RKSI,25000,2015-05-13 04:00:00,,,,,,KAL,PULUN_RKSI
CSN369,B737,B2917,ZHHH,RKSI,25000,2015-05-13 04:01:00,,,,,,CSN,PULUN_RKSI
JJA2110,B737,HL7796,VHHH,RKSI,25000,2015-05-13 04:02:00,,,,,,JJA,PULUN_RKSI
KAL1424,B737,HL7565,RKPC,RKSI,25000,2015-05-13 04:03:00,,,,,,KAL,PULUN_RKSI
THA634,A333,HSTEB,VTBS,RKSI,25000,2015-05-13 04:04:00,,,,,,THA,PULUN_RKSI
JJA1401,B737,HL8214,RJFF,RKSI,25000,2015-05-13 04:05:00,,,,,,JJA,PULUN_RKSI
MTAKE,CL60,MTAKE,ZBTJ,RKSI,25000,2015-05-13 04:06:00,,,,,,MTA,PULUN_RKSI
AAR370,A330,HL7795,ZGGG,RKSI,25000,2015-05-13 04:07:00,,,,,,AAR,PULUN_RKSI
EVA160,A333,B16333,RCTP,RKSI,25000,2015-05-13 04:08:00,,,,,,EVA,PULUN_RKSI
AAR320,A320,HL7763,ZSQD,RKSI,25000,2015-05-13 04:09:00,,,,,,AAR,PULUN_RKSI
THA693,B777,HSTJU,KLAX,RKSI,25000,2015-05-13 04:10:00,,,,,,THA,PULUN_RKSI
TWB294,B737,HL8237,RJFF,RKSI,25000,2015-05-13 04:11:00,,,,,,TWB,PULUN_RKSI
KAL614,A333,HL7553,VHHH,RKSI,25000,2015-05-13 04:12:00,,,,,,KAL,PULUN_RKSI
AAR113,B747,HL7423,RJBB,RKSI,25000,2015-05-13 04:13:00,,,,,,AAR,PULUN_RKSI
CPA418,A343,BHXI,VHHH,RKSI,25000,2015-05-13 04:14:00,,,,,,CPA,PULUN_RKSI
AAR175,A320,HL7789,RJOM,RKSI,25000,2015-05-13 04:15:00,,,,,,AAR,PULUN_RKSI
AAR334,B763,HL7515,ZBAA,RKSI,25000,2015-05-13 04:16:00,,,,,,AAR,PULUN_RKSI
AAR350,A320,HL7769,ZSNJ,RKSI,25000,2015-05-13 04:17:00,,,,,,AAR,PULUN_RKSI
AAR604,A330,HL7736,PGSN,RKSI,25000,2015-05-13 04:18:00,,,,,,AAR,PULUN_RKSI
KAL818,B738,HL8242,ZSTX,RKSI,25000,2015-05-13 04:19:00,,,,,,KAL,PULUN_RKSI
AAR602,B777,HL7700,YSSY,RKSI,25000,2015-05-13 04:20:00,,,,,,AAR,PULUN_RKSI
KAL834,B738,HL8244,ZYTX,RKSI,25000,2015-05-13 04:21:00,,,,,,KAL,PULUN_RKSI
KAL002,A330,HL8212,KLAX,RKSI,25000,2015-05-13 04:22:00,,,,,,KAL,PULUN_RKSI
KAL792,B737,HL7757,RJFO,RKSI,25000,2015-05-13 04:23:00,,,,,,KAL,PULUN_RKSI
AAR123,B763,HL7506,RJGG,RKSI,25000,2015-05-13 04:24:00,,,,,,AAR,PULUN_RKSI
PAL468,A333,P3332,RPLL,RKSI,25000,2015-05-13 04:25:00,,,,,,PAL,PULUN_RKSI
CSN671,A321,B2288,ZYTX,RKSI,25000,2015-05-13 04:26:00,,,,,,CSN,PULUN_RKSI
AAR366,A330,HL7747,ZSPD,RKSI,25000,2015-05-13 04:27:00,,,,,,AAR,PULUN_RKSI
AAR310,A321,HL7711,ZSWH,RKSI,25000,2015-05-13 04:28:00,,,,,,AAR,PULUN_RKSI
CXA871,B738,B5601,ZSAM,RKSI,25000,2015-05-13 04:29:00,,,,,,CXA,PULUN_RKSI
KAL828,B739,HL8245,ZGSZ,RKSI,25000,2015-05-13 04:30:00,,,,,,KAL,PULUN_RKSI
HAL459,B763,N592HA,PHNL,RKSI,25000,2015-05-13 04:31:00,,,,,,HAL,PULUN_RKSI
KAL866,A333,HL7524,ZGGG,RKSI,25000,2015-05-13 04:32:00,,,,,,KAL,PULUN_RKSI
AAR165,A321,HL7723,RJOT,RKSI,25000,2015-05-13 04:33:00,,,,,,AAR,PULUN_RKSI
AAR732,A321,HL8255,VVTS,RKSI,25000,2015-05-13 04:34:00,,,,,,AAR,PULUN_RKSI
KAL726,A333,HL7584,RJBB,RKSI,25000,2015-05-13 04:35:00,,,,,,KAL,PULUN_RKSI
JNA006,B737,HL7563,PGUM,RKSI,25000,2015-05-13 04:36:00,,,,,,JNA,PULUN_RKSI
THA628,B772,HSTJD,VTBS,RKSI,25000,2015-05-13 04:37:00,,,,,,THA,PULUN_RKSI
AAR714,A321,HL7722,RCTP,RKSI,25000,2015-05-13 04:38:00,,,,,,AAR,PULUN_RKSI
CES2043,A320,B6008,ZSQD,RKSI,25000,2015-05-13 04:39:00,,,,,,CES,PULUN_RKSI
APJ9,A320,JA802P,RJBB,RKSI,25000,2015-05-13 04:40:00,,,,,,APJ,PULUN_RKSI
CAL164,B738,B18605,RCKH,RKSI,25000,2015-05-13 04:41:00,,,,,,CAL,PULUN_RKSI
EZD048,A320,RPC8995,RPVM,RKSI,25000,2015-05-13 04:42:00,,,,,,EZD,PULUN_RKSI
AAR157,A320,HL7735,RJFM,RKSI,25000,2015-05-13 04:43:00,,,,,,AAR,PULUN_RKSI
PAL488,A333,P3331,RPVM,RKSI,25000,2015-05-13 04:44:00,,,,,,PAL,PULUN_RKSI
CPA420,B777,BHNO,VHHH,RKSI,25000,2015-05-13 04:45:00,,,,,,CPA,PULUN_RKSI
AAR308,A321,HL7712,ZSYT,RKSI,25000,2015-05-13 04:46:00,,,,,,AAR,PULUN_RKSI
UAL891,B772,N217UA,KJFK,RKSI,25000,2015-05-13 04:47:00,,,,,,UAL,PULUN_RKSI
CEB194,A320,RPC3264,RPLL,RKSI,25000,2015-05-13 04:48:00,,,,,,CEB,PULUN_RKSI
PAL486,A320,P8614,RPVK,RKSI,25000,2015-05-13 04:49:00,,,,,,PAL,PULUN_RKSI
CPA416,A333,BHLG,VHHH,RKSI,25000,2015-05-13 04:50:00,,,,,,CPA,PULUN_RKSI
AAR135,B777,HL7775,RJFF,RKSI,25000,2015-05-13 04:51:00,,,,,,AAR,PULUN_RKSI
JAL959,B763,JA607J,RJAA,RKSI,25000,2015-05-13 04:52:00,,,,,,JAL,PULUN_RKSI
AAR372,A321,HL7790,ZGSZ,RKSI,25000,2015-05-13 04:53:00,,,,,,AAR,PULUN_RKSI
CES5051,A333,B6097,ZSPD,RKSI,25000,2015-05-13 04:54:00,,,,,,CES,PULUN_RKSI
CCA133,B738,B5518,ZSQD,RKSI,25000,2015-05-13 04:55:00,,,,,,CCA,PULUN_RKSI
CEB128,A320,RPC3260,RPVM,RKSI,25000,2015-05-13 04:56:00,,,,,,CEB,PULUN_RKSI
CSN339,A321,B6339,ZGGG,RKSI,25000,2015-05-13 04:57:00,,,,,,CSN,PULUN_RKSI
AAR105,B777,HL7742,RJAA,RKSI,25000,2015-05-13 04:58:00,,,,,,AAR,PULUN_RKSI
KAL602,B737,HL7566,VHHH,RKSI,25000,2015-05-13 04:59:00,,,,,,KAL,PULUN_RKSI
AAR8988,B763,HL7516,RKPC,RKSI,25000,2015-05-13 05:00:00,,,,,,AAR,PULUN_RKSI
DAL579,B757,N542US,PHNL,RKSI,25000,2015-05-13 05:01:00,,,,,,DAL,PULUN_RKSI
KAL644,B772,HL7721,WSSS,RKSI,25000,2015-05-13 05:02:00,,,,,,KAL,PULUN_RKSI
KAL782,A333,HL7587,RJFF,RKSI,25000,2015-05-13 05:03:00,,,,,,KAL,PULUN_RKSI
AAR8590,A330,HL7795,RKPC,RKSI,25000,2015-05-13 05:04:00,,,,,,AAR,PULUN_RKSI
CSN675,A321,B2284,ZYTL,RKSI,25000,2015-05-13 05:05:00,,,,,,CSN,PULUN_RKSI
SIA602,A333,9VSTF,WSSS,RKSI,25000,2015-05-13 05:06:00,,,,,,SIA,PULUN_RKSI
AAR336,A320,HL7772,ZBAA,RKSI,25000,2015-05-13 05:07:00,,,,,,AAR,PULUN_RKSI
CSN315,A321,B6317,ZBAA,RKSI,25000,2015-05-13 05:08:00,,,,,,CSN,PULUN_RKSI
