Callsign,AircraftType,Registration,Origin,Destination,CrusingAltitude,ScheduleTimeDeparture,ScheduleTimeArrival,SpotArrival,SpotDeparture,DepartureRunway,ArrivalRunway,Airline,Route
AAR709,A321,HL8255,RKSI,RPVM,25000,2012-05-13 20:56:00,,,38,,,AAR,RKSI_PULUN
AAR711,B777,HL7500,RKSI,RCTP,25000,2012-05-13 10:55:00,,,40,,,AAR,RKSI_PULUN
AAR713,A321,HL7722,RKSI,RCTP,25000,2012-05-13 14:17:00,,,42,,,AAR,RKSI_PULUN
AAR721,A330,HL7754,RKSI,VHHH,25000,2012-05-13 09:03:00,,,47,,,AAR,RKSI_PULUN
AAR723,B747,HL7428,RKSI,VHHH,25000,2012-05-13 19:48:00,,,45,,,AAR,RKSI_PULUN
AAR741,A330,HL7741,RKSI,VTBS,25000,2012-05-13 18:29:00,,,48,,,AAR,RKSI_PULUN
AAR743,B747,HL7423,RKSI,VTBS,25000,2012-05-13 20:18:00,,,40,,,AAR,RKSI_PULUN
AAR747,B763,HL7515,RKSI,VTSP,25000,2012-05-13 20:11:00,,,46,,,AAR,RKSI_PULUN
AAR751,A330,HL7740,RKSI,WSSS,25000,2012-05-13 17:12:00,,,45,,,AAR,RKSI_PULUN
AAR731,A321,HL8255,RKSI,VVTS,25000,2012-05-13 08:36:00,,,38,,,AAR,RKSI_PULUN
AAR735,B763,HL7514,RKSI,VVTS,25000,2012-05-13 19:30:00,,,49,,,AAR,RKSI_PULUN
AAR733,A330,HL7754,RKSI,VVNB,25000,2012-05-13 19:28:00,,,39,,,AAR,RKSI_PULUN
AAR737,A320,HL7762,RKSI,VDSR,25000,2012-05-13 19:12:00,,,36,,,AAR,RKSI_PULUN
AAR739,A320,HL7769,RKSI,VDPP,25000,2012-05-13 20:02:00,,,42,,,AAR,RKSI_PULUN
AAR757,A321,HL7731,RKSI,WBKK,25000,2012-05-13 18:51:00,,,38,,,AAR,RKSI_PULUN
AAR202,B747,HL7418,RKSI,KLAX,25000,2012-05-13 16:33:00,,,43,,,AAR,RKSI_PULUN
AAR204,B777,HL7756,RKSI,KLAX,25000,2012-05-13 20:24:00,,,41,,,AAR,RKSI_PULUN
AAR214,B777,HL7739,RKSI,KSFO,25000,2012-05-13 16:56:00,,,46,,,AAR,RKSI_PULUN
AAR222,B777,HL7791,RKSI,KJFK,25000,2012-05-13 10:04:00,,,46,,,AAR,RKSI_PULUN
AAR236,B777,HL7732,RKSI,KORD,25000,2012-05-13 11:59:00,,,43,,,AAR,RKSI_PULUN
AAR541,B747,HL7421,RKSI,EDDF,25000,2012-05-13 12:47:00,,,41,,,AAR,RKSI_PULUN
AAR521,B777,HL7597,RKSI,EGLL,25000,2012-05-13 14:50:00,,,40,,,AAR,RKSI_PULUN
AAR601,B772,HL7596,RKSI,YSSY,25000,2012-05-13 20:29:00,,,35,,,AAR,RKSI_PULUN
AAR603,A330,HL7736,RKSI,PGSN,25000,2012-05-13 08:52:00,,,49,,,AAR,RKSI_PULUN
AAR605,A321,HL7712,RKSI,PGSN,25000,2012-05-13 20:37:00,,,32,,,AAR,RKSI_PULUN
AAR609,A321,HL7790,RKSI,PTRO,25000,2012-05-13 23:02:00,,,34,,,AAR,RKSI_PULUN
CEB195,A320,RPC3264,RKSI,RPLL,25000,2012-05-13 21:50:00,,,117,,,CEB,RKSI_PULUN
CEB129,A320,RPC3260,RKSI,RPVM,25000,2012-05-13 22:35:00,,,119,,,CEB,RKSI_PULUN
CEB191,A320,RPC3249,RKSI,RPLL,25000,2012-05-13 07:23:00,,,119,,,CEB,RKSI_PULUN
BCC867,B763,HSBID,RKSI,VTBS,25000,2012-05-13 16:55:00,,,132,,,BCC,RKSI_PULUN
ACA064,B763,CFTCA,RKSI,CYYZ,25000,2012-05-13 16:35:00,,,119,,,ACA,RKSI_PULUN
FIN042,A333,OHLTO,RKSI,EFHK,25000,2012-05-13 10:20:00,,,126,,,FIN,RKSI_PULUN
EVA159,A333,B16333,RKSI,RCTP,25000,2012-05-13 19:44:00,,,126,,,EVA,RKSI_PULUN
CCA124,A332,B6075,RKSI,ZBAA,25000,2012-05-13 13:41:00,,,109,,,CCA,RKSI_PULUN
CCA132,B738,B5326,RKSI,ZBAA,25000,2012-05-13 15:20:00,,,103,,,CCA,RKSI_PULUN
CCA128,A321,B6597,RKSI,ZSQD,25000,2012-05-13 14:06:00,,,107,,,CCA,RKSI_PULUN
CCA134,B738,B5518,RKSI,ZSQD,25000,2012-05-13 08:37:00,,,102,,,CCA,RKSI_PULUN
CCA436,B733,B2590,RKSI,ZUUU,25000,2012-05-13 15:24:00,,,108,,,CCA,RKSI_PULUN
CCA144,B738,B5171,RKSI,ZYYJ,25000,2012-05-13 15:25:00,,,114,,,CCA,RKSI_PULUN
CAL165,B738,B18605,RKSI,RCKH,25000,2012-05-13 21:12:00,,,127,,,CAL,RKSI_PULUN
KAL001,A330,HL8228,RKSI,KLAX,25000,2012-05-13 11:07:00,,,26,,,KAL,RKSI_PULUN
KAL011,B747,HL7490,RKSI,KLAX,25000,2012-05-13 20:06:00,,,24,,,KAL,RKSI_PULUN
KAL017,A380,HL7615,RKSI,KLAX,25000,2012-05-13 15:23:00,,,10,,,KAL,RKSI_PULUN
KAL019,B772,HL7750,RKSI,KSEA,25000,2012-05-13 18:15:00,,,8,,,KAL,RKSI_PULUN
KAL031,B772,HL7751,RKSI,KDFW,25000,2012-05-13 11:04:00,,,21,,,KAL,RKSI_PULUN
KAL035,B773,HL8217,RKSI,KATL,25000,2012-05-13 10:38:00,,,14,,,KAL,RKSI_PULUN
KAL051,A330,HL7586,RKSI,PHNL,25000,2012-05-13 19:02:00,,,7,,,KAL,RKSI_PULUN
KAL053,B777,HL7530,RKSI,PHNL,25000,2012-05-13 21:13:00,,,8,,,KAL,RKSI_PULUN
KAL073,B772,HL7765,RKSI,CYYZ,25000,2012-05-13 09:59:00,,,7,,,KAL,RKSI_PULUN
KAL081,A380,HL7614,RKSI,KJFK,25000,2012-05-13 10:32:00,,,10,,,KAL,RKSI_PULUN
KAL085,B773,HL7783,RKSI,KJFK,25000,2012-05-13 19:43:00,,,14,,,KAL,RKSI_PULUN
KAL093,B773,HL8209,RKSI,KIAD,25000,2012-05-13 10:33:00,,,27,,,KAL,RKSI_PULUN
KAL111,B773,HL7526,RKSI,PGUM,25000,2012-05-13 20:15:00,,,15,,,KAL,RKSI_PULUN
KAL121,B772,HL7743,RKSI,YSSY,25000,2012-05-13 19:09:00,,,6,,,KAL,RKSI_PULUN
KAL129,B772,HL7764,RKSI,NZAA,25000,2012-05-13 16:48:00,,,19,,,KAL,RKSI_PULUN
KAL137,A332,HL7552,RKSI,NFFN,25000,2012-05-13 19:28:00,,,33,,,KAL,RKSI_PULUN
KAL601,B738,HL7566,RKSI,VHHH,25000,2012-05-13 13:57:00,,,16,,,KAL,RKSI_PULUN
KAL607,A388,HL7612,RKSI,VHHH,25000,2012-05-13 19:53:00,,,10,,,KAL,RKSI_PULUN
KAL613,A333,HL7553,RKSI,VHHH,25000,2012-05-13 10:06:00,,,8,,,KAL,RKSI_PULUN
KAL621,B773,HL7533,RKSI,RPLL,25000,2012-05-13 07:56:00,,,12,,,KAL,RKSI_PULUN
KAL627,B747,HL7402,RKSI,WIII,25000,2012-05-13 15:45:00,,,15,,,KAL,RKSI_PULUN
KAL633,A333,HL7701,RKSI,WADD,25000,2012-05-13 17:04:00,,,6,,,KAL,RKSI_PULUN
KAL637,A333,HL7550,RKSI,VTSP,25000,2012-05-13 19:10:00,,,15,,,KAL,RKSI_PULUN
KAL641,B773,HL7533,RKSI,WSSS,25000,2012-05-13 18:43:00,,,27,,,KAL,RKSI_PULUN
KAL643,B772,HL7721,RKSI,WSSS,25000,2012-05-13 08:19:00,,,19,,,KAL,RKSI_PULUN
KAL651,B773,HL7532,RKSI,VTBS,25000,2012-05-13 17:40:00,,,23,,,KAL,RKSI_PULUN
KAL653,B777,HL7573,RKSI,VTBS,25000,2012-05-13 18:47:00,,,31,,,KAL,RKSI_PULUN
KAL659,A333,HL7553,RKSI,VTBS,25000,2012-05-13 20:21:00,,,17,,,KAL,RKSI_PULUN
KAL667,B738,HL8243,RKSI,VTCC,25000,2012-05-13 19:23:00,,,16,,,KAL,RKSI_PULUN
KAL679,A333,HL7538,RKSI,VVNB,25000,2012-05-13 19:35:00,,,8,,,KAL,RKSI_PULUN
KAL683,A333,HL7702,RKSI,VVTS,25000,2012-05-13 18:52:00,,,26,,,KAL,RKSI_PULUN
KAL687,B738,HL8240,RKSI,VDSR,25000,2012-05-13 19:02:00,,,22,,,KAL,RKSI_PULUN
KAL689,B739,HL8223,RKSI,VDPP,25000,2012-05-13 18:38:00,,,9,,,KAL,RKSI_PULUN
KAL691,A333,HL7587,RKSI,RCTP,25000,2012-05-13 10:31:00,,,28,,,KAL,RKSI_PULUN
KAL701,B777,HL7534,RKSI,RJAA,25000,2012-05-13 09:06:00,,,23,,,KAL,RKSI_PULUN
KAL703,B773,HL7532,RKSI,RJAA,25000,2012-05-13 10:09:00,,,15,,,KAL,RKSI_PULUN
KAL721,A333,HL7709,RKSI,RJBB,25000,2012-05-13 19:19:00,,,32,,,KAL,RKSI_PULUN
KAL723,A332,HL7552,RKSI,RJBB,25000,2012-05-13 08:59:00,,,14,,,KAL,RKSI_PULUN
KAL725,A333,HL7584,RKSI,RJBB,25000,2012-05-13 15:38:00,,,17,,,KAL,RKSI_PULUN
KAL747,B739,HL7706,RKSI,RJOB,25000,2012-05-13 18:38:00,,,20,,,KAL,RKSI_PULUN
KAL763,B738,HL8221,RKSI,RJSN,25000,2012-05-13 18:00:00,,,34,,,KAL,RKSI_PULUN
KAL765,A333,HL7709,RKSI,RJCC,25000,2012-05-13 10:08:00,,,24,,,KAL,RKSI_PULUN
KAL767,B738,HL8225,RKSI,RJSA,25000,2012-05-13 10:35:00,,,17,,,KAL,RKSI_PULUN
KAL773,B737,HL7706,RKSI,RJCH,25000,2012-05-13 09:40:00,,,9,,,KAL,RKSI_PULUN
KAL775,B737,HL7757,RKSI,RJNK,25000,2012-05-13 09:08:00,,,12,,,KAL,RKSI_PULUN
KAL781,A333,HL7587,RKSI,RJFF,25000,2012-05-13 18:56:00,,,28,,,KAL,RKSI_PULUN
KAL787,A333,HL7702,RKSI,RJFF,25000,2012-05-13 08:01:00,,,24,,,KAL,RKSI_PULUN
KAL789,A333,HL7525,RKSI,RJFF,25000,2012-05-13 14:18:00,,,8,,,KAL,RKSI_PULUN
KAL785,B737,HL7725,RKSI,RJFK,25000,2012-05-13 12:58:00,,,11,,,KAL,RKSI_PULUN
KAL791,B737,HL7757,RKSI,RJFO,25000,2012-05-13 15:19:00,,,20,,,KAL,RKSI_PULUN
KAL795,B738,HL8225,RKSI,RJCC,25000,2012-05-13 18:30:00,,,11,,,KAL,RKSI_PULUN
KAL805,B737,HL8240,RKSI,ZBTJ,25000,2012-05-13 09:20:00,,,16,,,KAL,RKSI_PULUN
KAL817,B738,HL8242,RKSI,ZSTX,25000,2012-05-13 13:12:00,,,9,,,KAL,RKSI_PULUN
KAL819,A333,HL7538,RKSI,ZGHA,25000,2012-05-13 08:57:00,,,26,,,KAL,RKSI_PULUN
KAL823,B738,HL8241,RKSI,ZYMD,25000,2012-05-13 10:04:00,,,20,,,KAL,RKSI_PULUN
KAL825,B739,HL7705,RKSI,ZYYJ,25000,2012-05-13 09:46:00,,,22,,,KAL,RKSI_PULUN
KAL827,B739,HL8245,RKSI,ZGSZ,25000,2012-05-13 08:52:00,,,11,,,KAL,RKSI_PULUN
KAL831,A333,HL7525,RKSI,ZYTX,25000,2012-05-13 08:03:00,,,6,,,KAL,RKSI_PULUN
CPA415,A333,BHLV,RKSI,VHHH,25000,2012-05-13 08:48:00,,,124,,,CPA,RKSI_PULUN
CPA411,B744,BHUB,RKSI,VHHH,25000,2012-05-13 15:14:00,,,122,,,CPA,RKSI_PULUN
CPA419,A343,BHXI,RKSI,VHHH,25000,2012-05-13 20:05:00,,,121,,,CPA,RKSI_PULUN
CPA417,A343,BHXF,RKSI,VHHH,25000,2012-05-13 10:13:00,,,124,,,CPA,RKSI_PULUN
CPA421,B772,BHNC,RKSI,VHHH,25000,2012-05-13 09:18:00,,,125,,,CPA,RKSI_PULUN
CSN316,A321,B6317,RKSI,ZBAA,25000,2012-05-13 08:07:00,,,103,,,CSN,RKSI_PULUN
CSN314,B738,B5191,RKSI,ZSPD,25000,2012-05-13 11:58:00,,,102,,,CSN,RKSI_PULUN
CSN338,A321,B6683,RKSI,ZGGG,25000,2012-05-13 15:16:00,,,106,,,CSN,RKSI_PULUN
CSN340,A321,B6685,RKSI,ZGGG,25000,2012-05-13 09:36:00,,,101,,,CSN,RKSI_PULUN
CSN3066,A320,B6272,RKSI,ZGHA,25000,2012-05-13 16:45:00,,,104,,,CSN,RKSI_PULUN
CSN672,A321,B2288,RKSI,ZYTX,25000,2012-05-13 20:34:00,,,101,,,CSN,RKSI_PULUN
CSN682,A321,B6265,RKSI,ZYTX,25000,2012-05-13 13:25:00,,,104,,,CSN,RKSI_PULUN
CSN684,A320,B6278,RKSI,ZYHB,25000,2012-05-13 18:41:00,,,104,,,CSN,RKSI_PULUN
CSN688,A321,B2280,RKSI,ZYCC,25000,2012-05-13 13:58:00,,,112,,,CSN,RKSI_PULUN
CSN6074,A321,B6302,RKSI,ZYYJ,25000,2012-05-13 14:43:00,,,115,,,CSN,RKSI_PULUN
XAX505,A333,9M-XXD,RKSI,WMKK,25000,2012-05-13 00:07:00,,,112,,,XAX,RKSI_PULUN
DAL158,B777,N860DA,RKSI,KDTW,25000,2012-05-13 17:10:00,,,112,,,DAL,RKSI_PULUN
DAL578,B757,N536US,RKSI,PHNL,25000,2012-05-13 10:28:00,,,115,,,DAL,RKSI_PULUN
UAE323,B777,A6EBJ,RKSI,OMDB,25000,2012-05-13 23:51:00,,,122,,,UAE,RKSI_PULUN
UAE323,B777,A6EBN,RKSI,OMDB,25000,2012-05-13 23:43:00,,,122,,,UAE,RKSI_PULUN
ETD873,A333,A6AFF,RKSI,OMAA,25000,2012-05-13 01:04:00,,,121,,,ETD,RKSI_PULUN
CSH828,B738,B5148,RKSI,ZSPD,25000,2012-05-13 18:25:00,,,127,,,CSH,RKSI_PULUN
GIA871,A333,PKGPG,RKSI,WADD,25000,2012-05-13 11:07:00,,,108,,,GIA,RKSI_PULUN
GIA879,A332,PKGPL,RKSI,WIII,25000,2012-05-13 10:29:00,,,109,,,GIA,RKSI_PULUN
HAL460,B763,N592HA,RKSI,PHNL,25000,2012-05-13 21:56:00,,,113,,,HAL,RKSI_PULUN
SHU112,B737,73013,RKSI,UHSS,25000,2012-05-13 11:51:00,,,127,,,SHU,RKSI_PULUN
JAL950,B763,JA602J,RKSI,RJAA,25000,2012-05-13 07:56:00,,,115,,,JAL,RKSI_PULUN
JAL954,B763,JA609J,RKSI,RJAA,25000,2012-05-13 13:34:00,,,113,,,JAL,RKSI_PULUN
KLM866,B747,PHBFS,RKSI,EHAM,25000,2012-05-13 14:58:00,,,110,,,KLM,RKSI_PULUN
DLH713,A346,DAIHH,RKSI,EDDF,25000,2012-05-13 14:25:00,,,124,,,DLH,RKSI_PULUN
DLH718,A343,DAIFD,RKSI,RKPK,25000,2012-05-13 06:17:00,,,126,,,DLH,RKSI_PULUN
DLH719,A343,DAIFD,RKSI,EDDM,25000,2012-05-13 12:47:00,,,122,,,DLH,RKSI_PULUN
CXA872,B738,B5601,RKSI,ZSAM,25000,2012-05-13 20:51:00,,,103,,,CXA,RKSI_PULUN
MAS067,A333,9MMKH,RKSI,WMKK,25000,2012-05-13 10:58:00,,,107,,,MAS,RKSI_PULUN
CES5052,A333,B6129,RKSI,ZSPD,25000,2012-05-13 08:49:00,,,130,,,CES,RKSI_PULUN
CES5042,A320,B6586,RKSI,ZSPD,25000,2012-05-13 13:07:00,,,119,,,CES,RKSI_PULUN
CES5034,A321,B6367,RKSI,ZSPD,25000,2012-05-13 16:24:00,,,118,,,CES,RKSI_PULUN
CES2044,A320,B2336,RKSI,ZSQD,25000,2012-05-13 08:19:00,,,131,,,CES,RKSI_PULUN
CES2034,A320,B2336,RKSI,ZSQD,25000,2012-05-13 13:15:00,,,129,,,CES,RKSI_PULUN
CES560,A320,B6008,RKSI,ZSQD,25000,2012-05-13 16:45:00,,,129,,,CES,RKSI_PULUN
CES550,A320,B2400,RKSI,ZSYT,25000,2012-05-13 11:54:00,,,117,,,CES,RKSI_PULUN
CES2018,A320,B6716,RKSI,ZSWH,25000,2012-05-13 13:56:00,,,128,,,CES,RKSI_PULUN
CES580,A320,B6260,RKSI,ZSNJ,25000,2012-05-13 12:17:00,,,118,,,CES,RKSI_PULUN
CES2004,A333,B6097,RKSI,ZPPP,25000,2012-05-13 22:18:00,,,130,,,CES,RKSI_PULUN
ANA172,A320,JA8386,RKSI,RJBB,25000,2012-05-13 13:16:00,,,121,,,ANA,RKSI_PULUN
ANA908,A320,JA8393,RKSI,RJAA,25000,2012-05-13 14:09:00,,,117,,,ANA,RKSI_PULUN
ANA942,A320,JA8386,RKSI,RJGG,25000,2012-05-13 18:29:00,,,119,,,ANA,RKSI_PULUN
MGL302,B738,EICSG,RKSI,ZMUB,25000,2012-05-13 19:17:00,,,130,,,MGL,RKSI_PULUN
KAL839,B739,HL7785,RKSI,ZSWH,25000,2012-05-13 13:28:00,,,18,,,KAL,RKSI_PULUN
KAL841,A333,HL7702,RKSI,ZSQD,25000,2012-05-13 12:58:00,,,21,,,KAL,RKSI_PULUN
KAL845,B737,HL7785,RKSI,ZSQD,25000,2012-05-13 08:03:00,,,28,,,KAL,RKSI_PULUN
KAL853,B773,HL7734,RKSI,ZBAA,25000,2012-05-13 20:00:00,,,12,,,KAL,RKSI_PULUN
KAL855,B773,HL7573,RKSI,ZBAA,25000,2012-05-13 11:15:00,,,23,,,KAL,RKSI_PULUN
KAL865,A333,HL7524,RKSI,ZGGG,25000,2012-05-13 09:04:00,,,21,,,KAL,RKSI_PULUN
KAL869,B737,HL8223,RKSI,ZYTL,25000,2012-05-13 12:56:00,,,20,,,KAL,RKSI_PULUN
KAL893,A333,HL7584,RKSI,ZSPD,25000,2012-05-13 08:44:00,,,8,,,KAL,RKSI_PULUN
KAL897,A333,HL7540,RKSI,ZSPD,25000,2012-05-13 11:25:00,,,24,,,KAL,RKSI_PULUN
KAL901,B773,HL7782,RKSI,LFPG,25000,2012-05-13 13:36:00,,,14,,,KAL,RKSI_PULUN
KAL905,A388,HL7611,RKSI,EDDF,25000,2012-05-13 13:33:00,,,17,,,KAL,RKSI_PULUN
KAL907,B744,HL7491,RKSI,EGLL,25000,2012-05-13 13:52:00,,,23,,,KAL,RKSI_PULUN
KAL923,B772,HL7598,RKSI,UUEE,25000,2012-05-13 14:15:00,,,12,,,KAL,RKSI_PULUN
KAL927,B744,HL7461,RKSI,LIRF,25000,2012-05-13 14:00:00,,,7,,,KAL,RKSI_PULUN
KAL941,A333,HL8227,RKSI,UTTT,25000,2012-05-13 15:46:00,,,27,,,KAL,RKSI_PULUN
KAL951,B777,HL7733,RKSI,OMDB,25000,2012-05-13 14:21:00,,,19,,,KAL,RKSI_PULUN
KAL981,B737,HL7562,RKSI,UHWW,25000,2012-05-13 09:49:00,,,11,,,KAL,RKSI_PULUN
PAL469,A333,P3332,RKSI,RPLL,25000,2012-05-13 20:34:00,,,112,,,PAL,RKSI_PULUN
PAL467,A333,P3335,RKSI,RPLL,25000,2012-05-13 07:58:00,,,113,,,PAL,RKSI_PULUN
PAL489,A333,P3331,RKSI,RPVM,25000,2012-05-13 21:26:00,,,110,,,PAL,RKSI_PULUN
QTR883,A332,A7AFP,RKSI,OTBD,25000,2012-05-13 00:46:00,,,111,,,QTR,RKSI_PULUN
CDG4096,B738,B5453,RKSI,ZSJN,25000,2012-05-13 12:41:00,,,131,,,CDG,RKSI_PULUN
CDG4082,B738,B5349,RKSI,ZSQD,25000,2012-05-13 15:29:00,,,127,,,CDG,RKSI_PULUN
SIA603,A333,9VSTI,RKSI,WSSS,25000,2012-05-13 00:10:00,,,123,,,SIA,RKSI_PULUN
SIA609,A333,9VSTB,RKSI,WSSS,25000,2012-05-13 16:39:00,,,123,,,SIA,RKSI_PULUN
SIA15,B77W,9VSWB,RKSI,WSSS,25000,2012-05-13 19:44:00,,,123,,,SIA,RKSI_PULUN
SIA16,B77W,9VSWJ,RKSI,KSFO,25000,2012-05-13 17:52:00,,,126,,,SIA,RKSI_PULUN
AFL251,A333,VQBQZ,RKSI,UUEE,25000,2012-05-13 13:01:00,,,111,,,AFL,RKSI_PULUN
KAL925,A333,HL7585,RKSI,EHAM,25000,2012-05-13 13:09:00,,,28,,,KAL,RKSI_PULUN
THA629,B772,HSTJC,RKSI,VTBS,25000,2012-05-13 10:10:00,,,121,,,THA,RKSI_PULUN
THA635,A333,HSTEB,RKSI,VTBS,25000,2012-05-13 19:17:00,,,125,,,THA,RKSI_PULUN
THA655,A330,HSTET,RKSI,VTSP,25000,2012-05-13 08:18:00,,,106,,,THA,RKSI_PULUN
THA657,B772,HSTJD,RKSI,VTBS,25000,2012-05-13 21:17:00,,,125,,,THA,RKSI_PULUN
THA659,B773,HSTKD,RKSI,VTBS,25000,2012-05-13 09:32:00,,,122,,,THA,RKSI_PULUN
THY091,B777,TCJJI,RKSI,LTBA,25000,2012-05-13 23:51:00,,,110,,,THY,RKSI_PULUN
THY091,A343,TCJDN,RKSI,LTBA,25000,2012-05-13 23:34:00,,,109,,,THY,RKSI_PULUN
UAL890,B772,N785UA,RKSI,KJFK,25000,2012-05-13 12:38:00,,,123,,,UAL,RKSI_PULUN
UAL892,B744,N121UA,RKSI,KBOS,25000,2012-05-13 17:19:00,,,124,,,UAL,RKSI_PULUN
HVN417,A332,VNA372,RKSI,VVNB,25000,2012-05-13 10:03:00,,,111,,,HVN,RKSI_PULUN
HVN415,A321,VNA365,RKSI,VVNB,25000,2012-05-13 18:00:00,,,115,,,HVN,RKSI_PULUN
HVN409,B772,VNA151,RKSI,VVTS,25000,2012-05-13 10:09:00,,,112,,,HVN,RKSI_PULUN
VLK4637,A320,VQBCG,RKSI,UHWW,25000,2012-05-13 18:06:00,,,117,,,VLK,RKSI_PULUN
EZD039,A320,C8991,RKSI,RPVK,25000,2012-05-13 08:14:00,,,117,,,EZD,RKSI_PULUN
CSZ9788,B738,B5412,RKSI,ZGSZ,25000,2012-05-13 15:11:00,,,102,,,CSZ,RKSI_PULUN
AAR106,B777,HL7742,RKSI,RJAA,25000,2012-05-13 16:05:00,,,39,,,AAR,RKSI_PULUN
AAR8989,B763,HL7516,RKSI,RKPC,25000,2012-05-13 19:22:00,,,3,,,AAR,RKSI_PULUN
KAL1423,B737,HL7561,RKSI,RKPC,25000,2012-05-13 19:15:00,,,2,,,KAL,RKSI_PULUN
KAL1411,B737,HL7565,RKSI,RKTN,25000,2012-05-13 19:27:00,,,1,,,KAL,RKSI_PULUN
KAL1413,B737,HL7561,RKSI,RKTN,25000,2012-05-13 08:34:00,,,3,,,KAL,RKSI_PULUN
TWB101,B737,HL8237,RKSI,VTBS,25000,2012-05-13 20:27:00,,,131,,,TWB,RKSI_PULUN
TWB291,B737,HL8237,RKSI,RJFF,25000,2012-05-13 09:55:00,,,103,,,TWB,RKSI_PULUN
TWB293,B737,HL8237,RKSI,RJFF,25000,2012-05-13 14:41:00,,,126,,,TWB,RKSI_PULUN
ESR601,B737,HL8264,RKSI,RJAA,25000,2012-05-13 08:34:00,,,127,,,ESR,RKSI_PULUN
ESR511,B737,HL8264,RKSI,VTBS,25000,2012-05-13 17:25:00,,,131,,,ESR,RKSI_PULUN
ESR501,B737,HL8215,RKSI,WBKK,25000,2012-05-13 19:09:00,,,108,,,ESR,RKSI_PULUN
ESR613,B737,HL8215,RKSI,RJBB,25000,2012-05-13 13:50:00,,,125,,,ESR,RKSI_PULUN
ESR611,B737,HL8215,RKSI,RJBB,25000,2012-05-13 08:35:00,,,128,,,ESR,RKSI_PULUN
JNA001,B737,HL7798,RKSI,VTBS,25000,2012-05-13 17:25:00,,,128,,,JNA,RKSI_PULUN
JNA005,B737,HL7563,RKSI,PGUM,25000,2012-05-13 10:04:00,,,127,,,JNA,RKSI_PULUN
JNA009,B737,HL7563,RKSI,RPVM,25000,2012-05-13 21:20:00,,,22,,,JNA,RKSI_PULUN
JNA011,B737,HL7555,RKSI,VHHH,25000,2012-05-13 09:23:00,,,114,,,JNA,RKSI_PULUN
JNA201,B737,HL7798,RKSI,RJCC,25000,2012-05-13 09:14:00,,,18,,,JNA,RKSI_PULUN
JNA007,B737,HL7555,RKSI,VMMC,25000,2012-05-13 20:26:00,,,118,,,JNA,RKSI_PULUN
JJA1602,B737,HL7779,RKSI,RJGG,25000,2012-05-13 13:12:00,,,114,,,JJA,RKSI_PULUN
JJA2701,B737,HL8214,RKSI,VVTS,25000,2012-05-13 20:03:00,,,110,,,JJA,RKSI_PULUN
JJA1302,B737,HL8214,RKSI,RJBB,25000,2012-05-13 08:59:00,,,118,,,JJA,RKSI_PULUN
JJA1402,B737,HL8214,RKSI,RJFF,25000,2012-05-13 14:38:00,,,28,,,JJA,RKSI_PULUN
JJA2201,B737,HL7779,RKSI,VTBS,25000,2012-05-13 19:28:00,,,114,,,JJA,RKSI_PULUN
JJA2301,B737,HL7796,RKSI,RPLL,25000,2012-05-13 19:30:00,,,128,,,JJA,RKSI_PULUN
JJA2109,B737,HL7796,RKSI,VHHH,25000,2012-05-13 09:44:00,,,34,,,JJA,RKSI_PULUN
AAR359,B763,HL7514,RKSI,ZSHC,25000,2012-05-13 12:40:00,,,39,,,AAR,RKSI_PULUN
CCA126,B738,B5497,RKSI,ZBAA,25000,2012-05-13 18:17:00,,,102,,,CCA,RKSI_PULUN
SIA607,A333,9VSTF,RKSI,WSSS,25000,2012-05-13 09:01:00,,,123,,,SIA,RKSI_PULUN
AFR267,B773,FGSQF,RKSI,LFPG,25000,2012-05-13 09:30:00,,,110,,,AFR,RKSI_PULUN
AAR232,A330,HL7794,RKSI,PHNL,25000,2012-05-13 20:08:00,,,43,,,AAR,RKSI_PULUN
AMU825,A319,BMAL,RKSI,VMMC,25000,2012-05-13 07:57:00,,,129,,,AMU,RKSI_PULUN
KAL895,B777,HL7752,RKSI,ZSPD,25000,2012-05-13 19:08:00,,,30,,,KAL,RKSI_PULUN
KAL037,B773,HL8210,RKSI,KORD,25000,2012-05-13 11:45:00,,,15,,,KAL,RKSI_PULUN
KAL1401,B737,HL8243,RKSI,RKPK,25000,2012-05-13 08:28:00,,,1,,,KAL,RKSI_PULUN
KAL1403,B737,HL7785,RKSI,RKPK,25000,2012-05-13 18:08:00,,,3,,,KAL,RKSI_PULUN
KAL779,B738,HL8244,RKSI,RJNS,25000,2012-05-13 08:37:00,,,9,,,KAL,RKSI_PULUN
KAL023,B772,HL7575,RKSI,KSFO,25000,2012-05-13 17:07:00,,,22,,,KAL,RKSI_PULUN
KAL1405,B737,HL7705,RKSI,RKPK,25000,2012-05-13 20:34:00,,,2,,,KAL,RKSI_PULUN
KAL629,A333,HL7540,RKSI,WADD,25000,2012-05-13 18:36:00,,,24,,,KAL,RKSI_PULUN
KAL463,B738,HL7562,RKSI,VVDN,25000,2012-05-13 18:57:00,,,18,,,KAL,RKSI_PULUN
CSN370,B737,B2917,RKSI,ZHHH,25000,2012-05-13 18:47:00,,,103,,,CSN,RKSI_PULUN
BCC967,B763,HSBIE,RKSI,VTSP,25000,2012-05-13 20:56:00,,,128,,,BCC,RKSI_PULUN
EZD049,A320,RPC8995,RKSI,RPVM,25000,2012-05-13 21:21:00,,,104,,,EZD,RKSI_PULUN
