Time,Name,Aircraft,Instruction,InstructionTimeInSeconds
2012-05-13 08:29:15,IncheonTower2,KAL642,FreqencyChange,11
2012-05-13 08:29:29,IncheonTower1,KAL603,FreqencyChange,11
2012-05-13 08:29:40,IncheonTower1,CES2044,FreqencyChange,11
2012-05-13 08:29:54,IncheonTower2,KAL720,Taxi,0
2012-05-13 08:29:55,IncheonGround,THA655,FreqencyChange,11
2012-05-13 08:29:56,IncheonGround,KAL643,FreqencyChange,11
2012-05-13 08:30:01,SeoulApproach,KAL660,AssignSpot(NonWork)->28,0
2012-05-13 08:30:01,SeoulApproach,KAL660,Landing,11
2012-05-13 08:30:15,IncheonTower1,THA655,Lineup,9
2012-05-13 08:30:54,IncheonTower1,THA655,Takeoff,11
2012-05-13 08:30:59,IncheonGround,SIA607,AssignSpot(NonWork)->123,0
2012-05-13 08:31:08,IncheonTower2,KAL720,Crossing,7
2012-05-13 08:31:47,IncheonGround,GIA878,Taxi,0
2012-05-13 08:31:47,IncheonTower2,GIA878,FreqencyChange,11
2012-05-13 08:31:59,IncheonGround,AAR317,AssignSpot(NonWork)->42,0
2012-05-13 08:32:29,IncheonTower1,KAL643,Lineup,9
2012-05-13 08:32:59,IncheonGround,AAR128,AssignSpot(NonWork)->36,0
2012-05-13 08:32:59,IncheonGround,AAR721,AssignSpot(NonWork)->47,0
2012-05-13 08:33:12,IncheonTower1,KAL643,Takeoff,11
2012-05-13 08:33:18,SeoulApproach,KAL660,FreqencyChange,11
2012-05-13 08:33:18,IncheonTower2,KAL660,Landing,11
2012-05-13 08:33:23,IncheonGround,KAL638,Taxi,0
2012-05-13 08:33:23,IncheonTower2,KAL638,FreqencyChange,11
2012-05-13 08:33:28,IncheonTower1,THA655,FreqencyChange,11
2012-05-13 08:34:00,IncheonGround,KAL865,AssignSpot(NonWork)->21,0
2012-05-13 08:34:01,IncheonGround,AAR357,Pushback,9
2012-05-13 08:34:10,IncheonGround,ESR601,Pushback,9
2012-05-13 08:35:01,IncheonGround,ESR611,Pushback,9
2012-05-13 08:35:10,IncheonGround,TWB102,Taxi,0
2012-05-13 08:35:10,IncheonTower2,TWB102,FreqencyChange,11
2012-05-13 08:35:44,IncheonTower1,KAL643,FreqencyChange,11
2012-05-13 08:35:59,IncheonGround,KAL701,AssignSpot(NonWork)->23,0
2012-05-13 08:36:01,IncheonGround,AAR731,Pushback,9
2012-05-13 08:37:01,IncheonGround,KAL779,Pushback,9
2012-05-13 08:37:10,IncheonGround,CCA134,Pushback,9
2012-05-13 08:37:20,IncheonGround,AAR369,Pushback,9
2012-05-13 08:37:59,IncheonGround,KAL775,AssignSpot(NonWork)->12,0
2012-05-13 08:38:10,IncheonGround,KAL603,FreqencyChange,11
2012-05-13 08:38:30,IncheonTower1,KAL603,Lineup,9
2012-05-13 08:38:44,IncheonGround,KAL720,Taxi,0
2012-05-13 08:38:44,IncheonTower2,KAL720,FreqencyChange,11
2012-05-13 08:39:03,IncheonGround,ESR601,Taxi,0
2012-05-13 08:39:11,IncheonTower1,KAL603,Takeoff,11
2012-05-13 08:39:12,IncheonGround,AAR357,Taxi,0
2012-05-13 08:39:37,IncheonTower2,KAL660,Taxi,0
2012-05-13 08:40:32,IncheonGround,ESR611,Taxi,0
2012-05-13 08:40:51,IncheonTower2,KAL660,Crossing,7
2012-05-13 08:41:01,IncheonGround,AAR331,Pushback,9
2012-05-13 08:41:11,IncheonGround,AAR731,Taxi,0
2012-05-13 08:41:43,IncheonTower1,KAL603,FreqencyChange,11
2012-05-13 08:41:56,IncheonGround,CCA134,Taxi,0
2012-05-13 08:42:02,IncheonGround,AAR369,Taxi,0
2012-05-13 08:42:04,IncheonGround,KAL779,Taxi,0
2012-05-13 08:43:41,IncheonGround,AAR369,FreqencyChange,11
2012-05-13 08:43:42,IncheonGround,AAR731,FreqencyChange,11
2012-05-13 08:43:50,IncheonGround,AAR357,FreqencyChange,11
2012-05-13 08:43:59,IncheonGround,JNA201,AssignSpot(NonWork)->18,0
2012-05-13 08:44:00,IncheonGround,ESR601,FreqencyChange,11
2012-05-13 08:44:02,IncheonTower1,AAR369,Lineup,9
2012-05-13 08:44:11,IncheonGround,KAL893,Pushback,9
2012-05-13 08:44:20,IncheonTower2,ESR601,Lineup,9
2012-05-13 08:44:41,IncheonTower1,AAR369,Takeoff,11
2012-05-13 08:44:55,IncheonTower2,ESR601,Takeoff,11
2012-05-13 08:45:59,IncheonGround,AAR172,AssignSpot(NonWork)->32,0
2012-05-13 08:46:15,IncheonTower1,AAR731,Lineup,9
2012-05-13 08:46:52,IncheonTower1,AAR731,Takeoff,11
2012-05-13 08:46:57,IncheonGround,CCA134,FreqencyChange,11
2012-05-13 08:47:02,IncheonGround,AAR331,Taxi,0
2012-05-13 08:47:18,IncheonTower1,AAR369,FreqencyChange,11
2012-05-13 08:47:21,IncheonGround,ESR611,FreqencyChange,11
2012-05-13 08:47:24,IncheonTower2,ESR601,FreqencyChange,11
2012-05-13 08:47:40,IncheonTower2,ESR611,Lineup,9
2012-05-13 08:47:47,IncheonTower1,AAR357,Lineup,9
2012-05-13 08:47:59,IncheonGround,CPA421,AssignSpot(NonWork)->125,0
2012-05-13 08:48:01,IncheonGround,CPA415,Pushback,9
2012-05-13 08:48:08,IncheonGround,KAL779,FreqencyChange,11
2012-05-13 08:48:15,IncheonTower2,ESR611,Takeoff,11
2012-05-13 08:48:39,IncheonGround,AAR331,FreqencyChange,11
2012-05-13 08:48:45,IncheonGround,KAL660,Taxi,0
2012-05-13 08:48:45,IncheonTower2,KAL660,FreqencyChange,11
2012-05-13 08:48:51,IncheonGround,KAL893,Taxi,0
2012-05-13 08:49:01,IncheonGround,CES5052,Pushback,9
2012-05-13 08:49:03,IncheonTower1,AAR357,Takeoff,11
2012-05-13 08:49:22,IncheonTower1,AAR731,FreqencyChange,11
2012-05-13 08:49:49,IncheonTower1,AAR331,Lineup,9
2012-05-13 08:50:25,IncheonTower2,KAL779,Lineup,9
2012-05-13 08:50:50,IncheonTower2,ESR611,FreqencyChange,11
2012-05-13 08:51:02,IncheonTower2,KAL779,Takeoff,11
2012-05-13 08:51:14,IncheonTower1,AAR331,Takeoff,11
2012-05-13 08:51:44,IncheonTower1,AAR357,FreqencyChange,11
2012-05-13 08:51:56,IncheonTower1,CCA134,Lineup,9
2012-05-13 08:52:01,IncheonGround,AAR603,Pushback,9
2012-05-13 08:52:10,IncheonGround,KAL827,Pushback,9
2012-05-13 08:52:19,IncheonGround,AAR122,Pushback,9
2012-05-13 08:52:59,IncheonGround,JNA011,AssignSpot(NonWork)->114,0
2012-05-13 08:53:14,IncheonGround,CPA415,Taxi,0
2012-05-13 08:53:25,IncheonTower1,CCA134,Takeoff,11
2012-05-13 08:53:40,IncheonTower2,KAL779,FreqencyChange,11
2012-05-13 08:53:48,IncheonTower1,AAR331,FreqencyChange,11
2012-05-13 08:54:11,IncheonGround,CES5052,Taxi,0
2012-05-13 08:55:59,IncheonGround,AAR351,AssignSpot(NonWork)->41,0
2012-05-13 08:56:07,IncheonTower1,CCA134,FreqencyChange,11
2012-05-13 08:56:31,IncheonGround,KAL893,FreqencyChange,11
2012-05-13 08:56:32,IncheonGround,CPA415,FreqencyChange,11
2012-05-13 08:56:35,IncheonGround,KAL827,Taxi,0
2012-05-13 08:56:40,IncheonGround,AAR603,Taxi,0
2012-05-13 08:56:51,IncheonTower1,KAL893,Lineup,9
2012-05-13 08:57:01,IncheonGround,KAL819,Pushback,9
2012-05-13 08:57:26,IncheonGround,AAR122,Taxi,0
2012-05-13 08:57:31,IncheonTower1,KAL893,Takeoff,11
2012-05-13 08:57:51,IncheonGround,KAL805,AssignSpot(NonWork)->16,0
2012-05-13 08:57:59,IncheonGround,AAR361,AssignSpot(NonWork)->48,0
2012-05-13 08:58:41,IncheonTower1,CPA415,Lineup,9
2012-05-13 08:59:01,SeoulApproach,AAR748,AssignSpot(NonWork)->38,0
2012-05-13 08:59:01,SeoulApproach,AAR748,Landing,11
2012-05-13 08:59:01,IncheonGround,KAL723,Pushback,9
2012-05-13 08:59:10,IncheonGround,JJA1302,Pushback,9
2012-05-13 08:59:19,IncheonGround,AAR102,Pushback,9
2012-05-13 08:59:42,IncheonTower1,CPA415,Takeoff,11
2012-05-13 08:59:59,IncheonGround,AFR267,AssignSpot(NonWork)->110,0
2012-05-13 09:00:01,IncheonTower1,KAL893,FreqencyChange,11
2012-05-13 09:01:01,IncheonGround,SIA607,Pushback,9
2012-05-13 09:02:00,IncheonGround,THA659,AssignSpot(NonWork)->122,0
2012-05-13 09:02:00,IncheonGround,AAR132,AssignSpot(NonWork)->39,0
2012-05-13 09:02:01,IncheonGround,AAR317,Pushback,9
2012-05-13 09:02:09,SeoulApproach,AAR748,FreqencyChange,11
2012-05-13 09:02:09,IncheonTower2,AAR748,Landing,11
2012-05-13 09:02:11,IncheonGround,KAL819,Taxi,0
2012-05-13 09:02:19,IncheonTower1,CPA415,FreqencyChange,11
2012-05-13 09:02:38,IncheonGround,CES5052,FreqencyChange,11
2012-05-13 09:02:39,IncheonGround,KAL827,FreqencyChange,11
2012-05-13 09:02:58,IncheonTower1,CES5052,Lineup,9
2012-05-13 09:03:01,IncheonGround,AAR128,Pushback,9
2012-05-13 09:03:11,IncheonGround,AAR721,Pushback,9
2012-05-13 09:03:38,IncheonTower1,CES5052,Takeoff,11
2012-05-13 09:04:01,IncheonGround,KAL865,Pushback,9
2012-05-13 09:04:06,IncheonGround,JJA1302,Taxi,0
2012-05-13 09:04:25,IncheonGround,KAL723,Taxi,0
2012-05-13 09:04:28,IncheonTower1,KAL827,Lineup,9
2012-05-13 09:05:26,IncheonGround,AAR122,FreqencyChange,11
2012-05-13 09:05:35,IncheonGround,AAR603,FreqencyChange,11
2012-05-13 09:05:43,IncheonGround,JJA1302,FreqencyChange,11
2012-05-13 09:05:47,IncheonTower2,AAR122,Lineup,9
2012-05-13 09:05:49,IncheonTower1,KAL827,Takeoff,11
2012-05-13 09:05:55,IncheonGround,KAL723,FreqencyChange,11
2012-05-13 09:05:59,IncheonGround,CSN340,AssignSpot(NonWork)->101,0
2012-05-13 09:06:07,IncheonGround,KAL701,Pushback,9
2012-05-13 09:06:09,IncheonTower1,CES5052,FreqencyChange,11
2012-05-13 09:06:10,IncheonGround,SIA607,Taxi,0
2012-05-13 09:06:26,IncheonTower2,AAR122,Takeoff,11
2012-05-13 09:07:04,IncheonTower2,KAL723,Lineup,9
2012-05-13 09:07:07,IncheonGround,KAL819,FreqencyChange,11
2012-05-13 09:07:20,IncheonGround,AAR317,Taxi,0
2012-05-13 09:07:27,IncheonTower1,KAL819,Lineup,9
2012-05-13 09:07:54,IncheonGround,AAR721,Taxi,0
2012-05-13 09:07:59,IncheonGround,AAR301,AssignSpot(NonWork)->45,0
2012-05-13 09:08:01,IncheonGround,KAL775,Pushback,9
2012-05-13 09:08:08,IncheonTower1,KAL819,Takeoff,11
2012-05-13 09:08:14,IncheonTower2,AAR748,Taxi,0
2012-05-13 09:08:33,IncheonTower1,KAL827,FreqencyChange,11
2012-05-13 09:08:36,IncheonGround,AAR128,Taxi,0
2012-05-13 09:08:43,IncheonTower2,KAL723,Takeoff,11
2012-05-13 09:08:46,IncheonGround,KAL865,Taxi,0
2012-05-13 09:08:59,IncheonGround,AAR126,AssignSpot(NonWork)->37,0
2012-05-13 09:09:01,IncheonTower2,AAR122,FreqencyChange,11
2012-05-13 09:09:28,IncheonTower2,AAR603,Lineup,9
2012-05-13 09:09:48,IncheonGround,AAR102,Taxi,0
2012-05-13 09:10:00,IncheonGround,KAL773,AssignSpot(NonWork)->9,0
2012-05-13 09:10:37,IncheonTower1,KAL819,FreqencyChange,11
2012-05-13 09:10:41,IncheonGround,KAL701,Taxi,0
2012-05-13 09:10:54,IncheonTower2,AAR603,Takeoff,11
2012-05-13 09:11:17,IncheonGround,AAR317,FreqencyChange,11
2012-05-13 09:11:23,IncheonTower2,KAL723,FreqencyChange,11
2012-05-13 09:11:36,IncheonTower1,AAR317,Lineup,9
2012-05-13 09:11:39,IncheonTower2,JJA1302,Lineup,9
2012-05-13 09:12:12,IncheonTower1,AAR317,Takeoff,11
2012-05-13 09:12:54,IncheonGround,KAL775,Taxi,0
2012-05-13 09:13:05,IncheonTower2,JJA1302,Takeoff,11
2012-05-13 09:13:37,IncheonTower2,AAR603,FreqencyChange,11
2012-05-13 09:13:52,IncheonGround,AAR128,FreqencyChange,11
2012-05-13 09:13:52,IncheonGround,KAL775,FreqencyChange,11
2012-05-13 09:13:53,IncheonGround,AAR102,FreqencyChange,11
2012-05-13 09:13:59,IncheonGround,JJA2109,AssignSpot(NonWork)->34,0
2012-05-13 09:14:11,IncheonTower2,AAR748,Crossing,7
2012-05-13 09:14:19,IncheonTower2,AAR128,Lineup,9
2012-05-13 09:14:19,IncheonGround,KAL865,FreqencyChange,11
2012-05-13 09:14:20,IncheonGround,SIA607,FreqencyChange,11
2012-05-13 09:14:21,IncheonGround,AAR721,FreqencyChange,11
2012-05-13 09:14:38,IncheonTower1,KAL865,Lineup,9
2012-05-13 09:14:47,IncheonGround,JNA201,Pushback,9
2012-05-13 09:14:47,IncheonGround,KAL701,FreqencyChange,11
2012-05-13 09:14:50,IncheonTower1,AAR317,FreqencyChange,11
2012-05-13 09:15:00,IncheonGround,AAR303,AssignSpot(NonWork)->50,0
2012-05-13 09:15:16,IncheonTower2,AAR128,Takeoff,11
2012-05-13 09:15:19,IncheonTower1,KAL865,Takeoff,11
2012-05-13 09:15:47,IncheonTower2,JJA1302,FreqencyChange,11
2012-05-13 09:15:58,IncheonTower1,SIA607,Lineup,9
2012-05-13 09:15:59,IncheonGround,KAL825,AssignSpot(NonWork)->22,0
2012-05-13 09:16:00,IncheonTower2,KAL775,Lineup,9
2012-05-13 09:16:01,IncheonGround,AAR172,Pushback,9
2012-05-13 09:17:27,IncheonTower2,KAL775,Takeoff,11
2012-05-13 09:17:30,IncheonTower1,SIA607,Takeoff,11
2012-05-13 09:17:50,IncheonTower1,KAL865,FreqencyChange,11
2012-05-13 09:17:57,IncheonTower2,AAR128,FreqencyChange,11
2012-05-13 09:18:01,IncheonGround,CPA421,Pushback,9
2012-05-13 09:18:12,IncheonTower2,AAR102,Lineup,9
2012-05-13 09:18:17,IncheonTower1,AAR721,Lineup,9
2012-05-13 09:18:59,IncheonGround,KAL981,AssignSpot(NonWork)->11,0
2012-05-13 09:19:38,IncheonTower2,AAR102,Takeoff,11
2012-05-13 09:19:41,IncheonTower1,AAR721,Takeoff,11
2012-05-13 09:20:08,IncheonTower2,KAL775,FreqencyChange,11
2012-05-13 09:20:13,IncheonTower1,SIA607,FreqencyChange,11
2012-05-13 09:20:20,IncheonTower2,KAL701,Lineup,9
2012-05-13 09:21:07,IncheonGround,JNA201,Taxi,0
2012-05-13 09:21:20,IncheonGround,AAR172,Taxi,0
2012-05-13 09:21:49,IncheonTower2,KAL701,Takeoff,11
2012-05-13 09:22:01,SeoulApproach,KAL630,AssignSpot(NonWork)->6,0
2012-05-13 09:22:01,SeoulApproach,KAL630,Landing,11
2012-05-13 09:22:12,IncheonGround,AAR748,Taxi,0
2012-05-13 09:22:12,IncheonTower2,AAR748,FreqencyChange,11
2012-05-13 09:22:18,IncheonTower2,AAR102,FreqencyChange,11
2012-05-13 09:22:19,IncheonTower1,AAR721,FreqencyChange,11
2012-05-13 09:22:57,IncheonGround,KAL1401,Taxi,0
2012-05-13 09:23:01,IncheonGround,JNA011,Pushback,9
2012-05-13 09:23:14,IncheonGround,CPA421,Taxi,0
2012-05-13 09:23:31,IncheonGround,JNA201,FreqencyChange,11
2012-05-13 09:23:51,IncheonTower2,JNA201,Lineup,9
2012-05-13 09:24:01,IncheonGround,KAL1413,Pushback,9
2012-05-13 09:24:21,IncheonTower2,KAL701,FreqencyChange,11
2012-05-13 09:24:32,IncheonTower2,JNA201,Takeoff,11
2012-05-13 09:24:59,IncheonGround,TWB291,AssignSpot(NonWork)->103,0
2012-05-13 09:25:12,IncheonGround,KAL1401,FreqencyChange,11
2012-05-13 09:25:19,SeoulApproach,KAL630,FreqencyChange,11
2012-05-13 09:25:19,IncheonTower2,KAL630,Landing,11
2012-05-13 09:25:22,IncheonGround,AAR172,FreqencyChange,11
2012-05-13 09:25:23,IncheonGround,CPA421,FreqencyChange,11
2012-05-13 09:25:32,IncheonTower2,KAL1401,Lineup,9
2012-05-13 09:25:41,IncheonTower1,AAR172,Lineup,9
2012-05-13 09:26:01,IncheonGround,AAR351,Pushback,9
2012-05-13 09:26:18,IncheonTower1,AAR172,Takeoff,11
2012-05-13 09:26:43,IncheonTower2,KAL1401,Takeoff,11
2012-05-13 09:27:05,IncheonTower2,JNA201,FreqencyChange,11
2012-05-13 09:27:32,IncheonTower1,CPA421,Lineup,9
2012-05-13 09:27:51,IncheonGround,KAL805,Pushback,9
2012-05-13 09:28:01,IncheonGround,AAR361,Pushback,9
2012-05-13 09:28:01,IncheonGround,JNA011,Taxi,0
2012-05-13 09:28:29,IncheonTower1,CPA421,Takeoff,11
2012-05-13 09:28:34,IncheonGround,KAL1413,Taxi,0
2012-05-13 09:28:55,IncheonTower1,AAR172,FreqencyChange,11
2012-05-13 09:29:00,IncheonGround,KAL073,AssignSpot(NonWork)->7,0
2012-05-13 09:29:27,IncheonTower2,KAL1401,FreqencyChange,11
2012-05-13 09:29:59,IncheonGround,AAR112,AssignSpot(NonWork)->31,0
2012-05-13 09:30:07,IncheonGround,KAL1413,FreqencyChange,11
2012-05-13 09:30:27,IncheonTower2,KAL1413,Lineup,9
2012-05-13 09:30:59,IncheonGround,AAR104,AssignSpot(NonWork)->35,0
2012-05-13 09:31:02,IncheonTower2,KAL1413,Takeoff,11
2012-05-13 09:31:07,IncheonTower1,CPA421,FreqencyChange,11
2012-05-13 09:31:14,IncheonGround,AAR351,Taxi,0
2012-05-13 09:31:39,IncheonTower2,KAL630,Taxi,0
2012-05-13 09:32:01,IncheonGround,THA659,Pushback,9
2012-05-13 09:32:10,IncheonGround,AAR132,Pushback,9
2012-05-13 09:32:40,IncheonGround,AAR351,FreqencyChange,11
2012-05-13 09:32:41,IncheonGround,JNA011,FreqencyChange,11
2012-05-13 09:32:54,IncheonTower2,KAL630,Crossing,7
2012-05-13 09:32:59,IncheonGround,HVN417,AssignSpot(NonWork)->111,0
2012-05-13 09:33:00,IncheonTower1,AAR351,Lineup,9
2012-05-13 09:33:02,IncheonGround,KAL805,Taxi,0
2012-05-13 09:33:03,IncheonGround,AFR267,Pushback,9
2012-05-13 09:33:36,IncheonTower2,KAL1413,FreqencyChange,11
2012-05-13 09:33:37,IncheonTower1,AAR351,Takeoff,11
2012-05-13 09:33:45,IncheonGround,AAR361,Taxi,0
2012-05-13 09:34:00,IncheonGround,AAR222,AssignSpot(NonWork)->46,0
2012-05-13 09:34:00,IncheonGround,KAL823,AssignSpot(NonWork)->20,0
2012-05-13 09:34:00,IncheonGround,JNA005,AssignSpot(NonWork)->127,0
2012-05-13 09:34:16,IncheonTower1,JNA011,Lineup,9
2012-05-13 09:35:48,IncheonTower1,JNA011,Takeoff,11
2012-05-13 09:35:59,IncheonGround,KAL613,AssignSpot(NonWork)->8,0
2012-05-13 09:36:01,IncheonGround,CSN340,Pushback,9
2012-05-13 09:36:10,IncheonTower1,AAR351,FreqencyChange,11
2012-05-13 09:36:49,IncheonGround,THA659,Taxi,0
2012-05-13 09:37:31,IncheonGround,AAR132,Taxi,0
2012-05-13 09:37:59,IncheonGround,KAL765,AssignSpot(NonWork)->24,0
2012-05-13 09:38:01,IncheonGround,AAR301,Pushback,9
2012-05-13 09:38:10,IncheonGround,AFR267,Taxi,0
2012-05-13 09:38:12,IncheonGround,AAR361,FreqencyChange,11
2012-05-13 09:38:12,IncheonGround,THA659,FreqencyChange,11
2012-05-13 09:38:32,IncheonTower1,AAR361,Lineup,9
2012-05-13 09:38:32,IncheonTower1,JNA011,FreqencyChange,11
2012-05-13 09:38:40,IncheonGround,KAL805,FreqencyChange,11
2012-05-13 09:38:59,IncheonGround,HVN409,AssignSpot(NonWork)->112,0
2012-05-13 09:39:00,IncheonGround,KAL703,AssignSpot(NonWork)->15,0
2012-05-13 09:39:14,IncheonTower1,AAR361,Takeoff,11
2012-05-13 09:39:41,IncheonGround,AAR126,Pushback,9
2012-05-13 09:39:52,IncheonTower1,THA659,Lineup,9
2012-05-13 09:39:59,IncheonGround,THA629,AssignSpot(NonWork)->121,0
2012-05-13 09:40:01,IncheonGround,KAL773,Pushback,9
2012-05-13 09:40:30,IncheonGround,KAL630,Taxi,0
2012-05-13 09:40:30,IncheonTower2,KAL630,FreqencyChange,11
2012-05-13 09:40:50,IncheonGround,AFR267,FreqencyChange,11
2012-05-13 09:41:23,IncheonGround,CSN340,Taxi,0
2012-05-13 09:41:25,IncheonTower1,THA659,Takeoff,11
2012-05-13 09:41:46,IncheonTower1,AAR361,FreqencyChange,11
2012-05-13 09:42:12,IncheonTower1,KAL805,Lineup,9
2012-05-13 09:43:00,IncheonGround,CPA417,AssignSpot(NonWork)->124,0
2012-05-13 09:43:11,IncheonGround,AAR301,Taxi,0
2012-05-13 09:43:36,IncheonTower1,KAL805,Takeoff,11
2012-05-13 09:44:01,IncheonGround,JJA2109,Pushback,9
2012-05-13 09:44:07,IncheonTower1,THA659,FreqencyChange,11
2012-05-13 09:44:23,IncheonTower1,AFR267,Lineup,9
2012-05-13 09:45:01,IncheonGround,AAR303,Pushback,9
2012-05-13 09:45:02,IncheonGround,AAR132,FreqencyChange,11
2012-05-13 09:45:21,IncheonTower2,AAR132,Lineup,9
2012-05-13 09:45:27,IncheonGround,KAL773,Taxi,0
2012-05-13 09:45:47,IncheonTower1,AFR267,Takeoff,11
2012-05-13 09:46:00,IncheonGround,AAR152,AssignSpot(NonWork)->30,0
2012-05-13 09:46:01,IncheonGround,KAL825,Pushback,9
2012-05-13 09:46:04,IncheonTower2,AAR132,Takeoff,11
2012-05-13 09:46:13,IncheonTower1,KAL805,FreqencyChange,11
2012-05-13 09:46:33,IncheonGround,KAL773,FreqencyChange,11
2012-05-13 09:46:54,IncheonTower2,KAL773,Lineup,9
2012-05-13 09:47:17,IncheonGround,AAR126,Taxi,0
2012-05-13 09:47:47,IncheonGround,CSN340,FreqencyChange,11
2012-05-13 09:48:01,SeoulApproach,AAR552,AssignSpot(NonWork)->43,0
2012-05-13 09:48:01,SeoulApproach,AAR552,Landing,11
2012-05-13 09:48:07,IncheonTower1,CSN340,Lineup,9
2012-05-13 09:48:15,IncheonTower2,KAL773,Takeoff,11
2012-05-13 09:48:20,IncheonTower1,AFR267,FreqencyChange,11
2012-05-13 09:48:35,IncheonTower2,AAR132,FreqencyChange,11
2012-05-13 09:48:44,IncheonTower1,CSN340,Takeoff,11
2012-05-13 09:49:01,IncheonGround,KAL981,Pushback,9
2012-05-13 09:49:02,IncheonGround,JJA2109,Taxi,0
2012-05-13 09:50:00,IncheonGround,FIN042,AssignSpot(NonWork)->126,0
2012-05-13 09:50:47,IncheonTower2,KAL773,FreqencyChange,11
2012-05-13 09:51:02,IncheonGround,AAR303,Taxi,0
2012-05-13 09:51:03,IncheonGround,AAR301,FreqencyChange,11
2012-05-13 09:51:06,SeoulApproach,AAR552,FreqencyChange,11
2012-05-13 09:51:06,IncheonTower2,AAR552,Landing,11
2012-05-13 09:51:14,IncheonGround,KAL825,Taxi,0
2012-05-13 09:51:20,IncheonTower1,CSN340,FreqencyChange,11
2012-05-13 09:51:32,IncheonTower1,AAR301,Lineup,9
2012-05-13 09:52:05,IncheonTower1,AAR301,Takeoff,11
2012-05-13 09:52:35,IncheonGround,AAR303,FreqencyChange,11
2012-05-13 09:52:36,IncheonGround,JJA2109,FreqencyChange,11
2012-05-13 09:52:55,IncheonTower1,AAR303,Lineup,9
2012-05-13 09:53:24,IncheonGround,AAR126,FreqencyChange,11
2012-05-13 09:53:26,IncheonGround,KAL981,Taxi,0
2012-05-13 09:53:44,IncheonTower2,AAR126,Lineup,9
2012-05-13 09:54:15,IncheonGround,KAL825,FreqencyChange,11
2012-05-13 09:54:16,IncheonTower1,AAR303,Takeoff,11
2012-05-13 09:54:20,IncheonTower2,AAR126,Takeoff,11
2012-05-13 09:54:42,IncheonTower1,AAR301,FreqencyChange,11
2012-05-13 09:55:00,IncheonTower1,JJA2109,Lineup,9
2012-05-13 09:55:01,IncheonGround,TWB291,Pushback,9
2012-05-13 09:56:27,IncheonTower1,JJA2109,Takeoff,11
2012-05-13 09:56:54,IncheonTower1,AAR303,FreqencyChange,11
2012-05-13 09:56:55,IncheonTower2,AAR126,FreqencyChange,11
2012-05-13 09:57:06,IncheonTower2,AAR552,Taxi,0
2012-05-13 09:57:11,IncheonTower1,KAL825,Lineup,9
2012-05-13 09:58:00,IncheonGround,DAL578,AssignSpot(NonWork)->115,0
2012-05-13 09:58:38,IncheonTower1,KAL825,Takeoff,11
2012-05-13 09:58:59,IncheonGround,GIA879,AssignSpot(NonWork)->109,0
2012-05-13 09:59:01,IncheonGround,KAL073,Pushback,9
2012-05-13 09:59:05,IncheonTower1,JJA2109,FreqencyChange,11
2012-05-13 10:00:01,IncheonTower2,AAR552,Crossing,7
2012-05-13 10:00:01,IncheonGround,AAR112,Pushback,9
2012-05-13 10:00:23,IncheonGround,KAL981,FreqencyChange,11
2012-05-13 10:00:43,IncheonTower1,KAL981,Lineup,9
2012-05-13 10:01:00,IncheonGround,KAL691,AssignSpot(NonWork)->28,0
2012-05-13 10:01:01,IncheonGround,AAR104,Pushback,9
2012-05-13 10:01:16,IncheonTower1,KAL825,FreqencyChange,11
2012-05-13 10:01:28,IncheonTower1,KAL981,Takeoff,11
2012-05-13 10:01:59,IncheonGround,KAL081,AssignSpot(NonWork)->10,0
2012-05-13 10:02:59,IncheonGround,KAL093,AssignSpot(NonWork)->27,0
2012-05-13 10:03:01,IncheonGround,HVN417,Pushback,9
2012-05-13 10:04:01,IncheonGround,JNA005,Pushback,9
2012-05-13 10:04:03,IncheonTower1,KAL981,FreqencyChange,11
2012-05-13 10:04:11,IncheonGround,AAR222,Pushback,9
2012-05-13 10:04:30,IncheonGround,KAL073,Taxi,0
2012-05-13 10:04:59,IncheonGround,KAL757,AssignSpot(NonWork)->19,0
2012-05-13 10:04:59,IncheonGround,KAL767,AssignSpot(NonWork)->17,0
2012-05-13 10:05:27,IncheonGround,AAR112,Taxi,0
2012-05-13 10:05:29,IncheonGround,KAL073,FreqencyChange,11
2012-05-13 10:05:49,IncheonTower2,KAL073,Lineup,9
2012-05-13 10:06:01,SeoulApproach,SHU111,AssignSpot(NonWork)->233,0
2012-05-13 10:06:01,SeoulApproach,SHU111,Landing,11
2012-05-13 10:06:01,IncheonGround,KAL613,Pushback,9
2012-05-13 10:06:07,IncheonGround,AAR104,Taxi,0
2012-05-13 10:06:30,IncheonTower2,KAL073,Takeoff,11
2012-05-13 10:06:44,IncheonGround,AAR552,Taxi,0
2012-05-13 10:06:44,IncheonTower2,AAR552,FreqencyChange,11
2012-05-13 10:07:59,IncheonGround,KAL035,AssignSpot(NonWork)->14,0
2012-05-13 10:08:01,IncheonGround,KAL765,Pushback,9
2012-05-13 10:08:16,IncheonGround,HVN417,Taxi,0
2012-05-13 10:08:54,IncheonGround,JNA005,Taxi,0
2012-05-13 10:08:58,IncheonTower2,KAL073,FreqencyChange,11
2012-05-13 10:09:01,IncheonGround,KAL703,Pushback,9
2012-05-13 10:09:10,IncheonGround,HVN409,Pushback,9
2012-05-13 10:09:31,SeoulApproach,SHU111,FreqencyChange,11
2012-05-13 10:09:31,IncheonTower2,SHU111,Landing,11
2012-05-13 10:09:32,IncheonGround,AAR222,Taxi,0
2012-05-13 10:09:33,IncheonGround,KAL823,Pushback,9
